1,모델링은 현실세계에 대해서 표현하는 것으로 이해할 수 있다. 다음 중 모델링의 특징으로 가장 부적절한 것은?,Unnamed: 2,3,1.1,애매모호함을 배제하고 누구나 이해가 가능하도록 정확하게 현상을 기술하는 정확화의 의미를 가짐
519.0,주어진 보기의 SQL(ROLLUP)에 대한 결과와 동일한 결과를 반환하도록 아래 SQL문의 (     )에 올바른 것은?,"SELECT COL1, COL2, COUNT(*)
FROM TEST46
GROUP BY ROLLUP (COL1, COL2);

SELECT COL1, COL2, COUNT(*)
FROM TEST46
GROUP BY GROUPING SETS (       )",1,3,EXPECT
519.0,주어진 보기의 SQL(ROLLUP)에 대한 결과와 동일한 결과를 반환하도록 아래 SQL문의 (     )에 올바른 것은?,"SELECT COL1, COL2, COUNT(*)
FROM TEST46
GROUP BY ROLLUP (COL1, COL2);

SELECT COL1, COL2, COUNT(*)
FROM TEST46
GROUP BY GROUPING SETS (       )",1,4,UNION 
528.0,"다음 중 엔터티 간의 관계에서 1:1, 1:M과 같이 관계의 기수성을 나타내는 것은?",,3,1,관계정의
528.0,"다음 중 엔터티 간의 관계에서 1:1, 1:M과 같이 관계의 기수성을 나타내는 것은?",,3,2,도메인
528.0,"다음 중 엔터티 간의 관계에서 1:1, 1:M과 같이 관계의 기수성을 나타내는 것은?",,3,3,관계차수
528.0,"다음 중 엔터티 간의 관계에서 1:1, 1:M과 같이 관계의 기수성을 나타내는 것은?",,3,4,관계명
534.0,다음 주어진 SQL문을 수행하였을 때의 결과가 아래와 같을 때 (      )에 들어갈 것으로 알맞은 것은?,"SELECT 10 + 20 * ((      )NULL, 0.1, 0.2))
FROM DUAL;
결과 : 14",2,1,COALESCE
534.0,다음 주어진 SQL문을 수행하였을 때의 결과가 아래와 같을 때 (      )에 들어갈 것으로 알맞은 것은?,"SELECT 10 + 20 * ((      )NULL, 0.1, 0.2))
FROM DUAL;
결과 : 14",2,2,NVL2
534.0,다음 주어진 SQL문을 수행하였을 때의 결과가 아래와 같을 때 (      )에 들어갈 것으로 알맞은 것은?,"SELECT 10 + 20 * ((      )NULL, 0.1, 0.2))
FROM DUAL;
결과 : 14",2,3,NVL
534.0,다음 주어진 SQL문을 수행하였을 때의 결과가 아래와 같을 때 (      )에 들어갈 것으로 알맞은 것은?,"SELECT 10 + 20 * ((      )NULL, 0.1, 0.2))
FROM DUAL;
결과 : 14",2,4,ISNULL
563.0,스키마에 대한 내용 잘못된 것을 두 개 고르세요.,,"1,2",1,외부 스키마는 모든 사용자 관점을 통합한 전체적인 하나의 관점으로 구성되어 있다.
563.0,스키마에 대한 내용 잘못된 것을 두 개 고르세요.,,"1,2",2,"개념 스키마는 View 단계 여러 개의 사용자 관점으로 구성되며, 개개 사용자 단계로서 개개 사용자나 응용프로그래머가 접근하는 DB 정의이다."
563.0,스키마에 대한 내용 잘못된 것을 두 개 고르세요.,,"1,2",3,내부스키마는 DB가 물리적으로 저장된 형식을 말한다.
563.0,스키마에 대한 내용 잘못된 것을 두 개 고르세요.,,"1,2",4,"외부스키마는 사용자 관점이며, 접근하는 특성에 따른 스키마로 구성되어 있다."
575.0,"다음은 식별자의 특징 중 무엇을 설명하고 있는가? 
",사원번호 없는 회사직원은 있을 수 없음,1,1,존재성
575.0,"다음은 식별자의 특징 중 무엇을 설명하고 있는가? 
",사원번호 없는 회사직원은 있을 수 없음,1,2,불변성
575.0,"다음은 식별자의 특징 중 무엇을 설명하고 있는가? 
",사원번호 없는 회사직원은 있을 수 없음,1,3,최소성
575.0,"다음은 식별자의 특징 중 무엇을 설명하고 있는가? 
",사원번호 없는 회사직원은 있을 수 없음,1,4,유일성
582.0,SQL의 종류와 해당되는 명령어를 연결한 것 중 틀린 것은?,,4,1,DDL - ALTER
582.0,SQL의 종류와 해당되는 명령어를 연결한 것 중 틀린 것은?,,4,2,DCL - GRANT
582.0,SQL의 종류와 해당되는 명령어를 연결한 것 중 틀린 것은?,,4,3,TCL - COMMIT
582.0,SQL의 종류와 해당되는 명령어를 연결한 것 중 틀린 것은?,,4,4,DML - TRUNCATE
