"585","함수의 실행 결과로 적절하지 않은 것은?","","2","1","SIGN(120) : 1"
"585","함수의 실행 결과로 적절하지 않은 것은?","","2","2","ROUND(12345.678, -2) : 12350"
"585","함수의 실행 결과로 적절하지 않은 것은?","","2","3","FLOOR(3.5) : 3"
"585","함수의 실행 결과로 적절하지 않은 것은?","","2","4","CEIL(3.5) : 4"
"589","아래 SQL의 실행 결과로 가장 적절한 것은?(단, DBMS는 ORACLE로 가정)","SELECT TO_CHAR(TO_DATE('2024/08/24 10:00', 'YYYY/MM/DD HH24:MI') - 30/24/60, 'YYYY.MM.DD HH24:MI:SS') FROM DUAL;","2","1","2024.08.24 09:59:30"
"589","아래 SQL의 실행 결과로 가장 적절한 것은?(단, DBMS는 ORACLE로 가정)","SELECT TO_CHAR(TO_DATE('2024/08/24 10:00', 'YYYY/MM/DD HH24:MI') - 30/24/60, 'YYYY.MM.DD HH24:MI:SS') FROM DUAL;","2","2","2024.08.24 09:30:00"
"589","아래 SQL의 실행 결과로 가장 적절한 것은?(단, DBMS는 ORACLE로 가정)","SELECT TO_CHAR(TO_DATE('2024/08/24 10:00', 'YYYY/MM/DD HH24:MI') - 30/24/60, 'YYYY.MM.DD HH24:MI:SS') FROM DUAL;","2","3","2024.08.24 06:00:00"
"589","아래 SQL의 실행 결과로 가장 적절한 것은?(단, DBMS는 ORACLE로 가정)","SELECT TO_CHAR(TO_DATE('2024/08/24 10:00', 'YYYY/MM/DD HH24:MI') - 30/24/60, 'YYYY.MM.DD HH24:MI:SS') FROM DUAL;","2","4","2024.07.25 10:00:00"
"603","다음 SQL 중 정상 수행이 불가한 것은? ","","3","1","UPDATE TAB1 A 
     SET A.NAME = (SELECT B.NAME 
                     FROM TAB2 B 
                    WHERE A.NO = B.NO);"
"603","다음 SQL 중 정상 수행이 불가한 것은? ","","3","2","SELECT NO  
    FROM TAB1 A JOIN TAB2 B 
   USING (NO);"
"603","다음 SQL 중 정상 수행이 불가한 것은? ","","3","3","SELECT A.NO, (SELECT B.NAME 
                   FROM TAB2 B) 
    FROM TAB1 A 
   WHERE A.NO = B.NO;"
"603","다음 SQL 중 정상 수행이 불가한 것은? ","","3","4","SELECT * 
    FROM TAB1 A 
   WHERE NOT EXISTS (SELECT 'X' 
                         FROM TAB2 B 
                        WHERE A.NO = B.NO); "
"624","데이터 모델링의 관계에 대한 설명으로 가장 적절하지 않은 것은?","","2","1","관계의 표기법은 관계명, 관계차수, 선택성 3가지 개념을 사용한다."
"624","데이터 모델링의 관계에 대한 설명으로 가장 적절하지 않은 것은?","","2","2","관계의 페어링은 하나의 엔터티와 다른 엔터티 간의 레코드 연결 방식을 나타낸다."
"624","데이터 모델링의 관계에 대한 설명으로 가장 적절하지 않은 것은?","","2","3","부서와 사원 엔터티 간의 ‘소속’ 관계는 존재적 관계의 사례이다."
"624","데이터 모델링의 관계에 대한 설명으로 가장 적절하지 않은 것은?","","2","4","관계는 존재에 의한 관계와 행위에 의한 관계로 구분될 수 있으나 ERD에서는 존재와 행위를 구분하지 않는다."
"627","관계(Relationship)와 조인(Join)에 대한 설명으로 가장 적절하지 않은 것은?  ","","3","1","관계는 엔터티간의 논리적 연관성을 의미한다."
"627","관계(Relationship)와 조인(Join)에 대한 설명으로 가장 적절하지 않은 것은?  ","","3","2","엔터티 간의 관계를 통해 데이터의 중복을 피하고, 각 데이터 요소를 한 번만 저장하여 유지관리의 복잡성을 줄일 수 있다."
"627","관계(Relationship)와 조인(Join)에 대한 설명으로 가장 적절하지 않은 것은?  ","","3","3","부모의 식별자를 자식의 일반속성으로 상속하면 식별 관계, 부모의 식별자를 자식의 식별자에 포함하면 비식별 관계라고 할 수 있다."
"627","관계(Relationship)와 조인(Join)에 대한 설명으로 가장 적절하지 않은 것은?  ","","3","4","조인(Join)이란 식별자를 상속하고, 상속된 속성을 매핑키로 활용하여 데이터를 결합하는 것을 의미한다."
"628","트랜잭션에 대한 설명 중 가장 적절하지 않은 것은?","","4","1","하나의 트랜잭션으로 구성된 작업은 부분 COMMIT이 불가하다."
"628","트랜잭션에 대한 설명 중 가장 적절하지 않은 것은?","","4","2","순차적으로 수행되는 작업 A와 B가 하나의 트랜잭션일 경우 A만 실행되고 시스템 장애가 발생했다면 A를 undo해야 한다."
"628","트랜잭션에 대한 설명 중 가장 적절하지 않은 것은?","","4","3","원자성이란 하나의 트랜잭션의 작업이 모두 성공하거나 모두 취소되어야 하는 특징을 말한다."
"628","트랜잭션에 대한 설명 중 가장 적절하지 않은 것은?","","4","4","트랜잭션에 의한 관계는 선택적인 관계 형태를 가진다."
"634","아래의 SQL 에 대해서 결과값이 다른 것은? ","","1","1","SELECT 'RDBMS' & ' SQL' FROM DUAL;"
"634","아래의 SQL 에 대해서 결과값이 다른 것은? ","","1","2","SELECT 'RDBMS' + ' SQL';"
"634","아래의 SQL 에 대해서 결과값이 다른 것은? ","","1","3","SELECT 'RDMBS' || ' SQL' FROM DUAL;"
"634","아래의 SQL 에 대해서 결과값이 다른 것은? ","","1","4","SELECT CONCAT ('RDBMS', ' SQL') FROM DUAL;"
"635","아래 SQL에서 밑줄 친 자리에 쓰인 함수의 결과가 다른 하나는? ","SELECT _________(5.47) FROM DUAL; ","3","1","ROUND"
"635","아래 SQL에서 밑줄 친 자리에 쓰인 함수의 결과가 다른 하나는? ","SELECT _________(5.47) FROM DUAL; ","3","2","FLOOR"
"635","아래 SQL에서 밑줄 친 자리에 쓰인 함수의 결과가 다른 하나는? ","SELECT _________(5.47) FROM DUAL; ","3","3","CEIL"
"635","아래 SQL에서 밑줄 친 자리에 쓰인 함수의 결과가 다른 하나는? ","SELECT _________(5.47) FROM DUAL; ","3","4","TRUNC"
"666","아래 SQL 실행 결과로 가장 적절한 것은? ","CREATE TABLE TAB1(COL1 NUMBER, COL2 NUMBER); 
 
INSERT INTO TAB1 VALUES(1,10); 
INSERT INTO TAB1 VALUES(2,20); 
INSERT INTO TAB1 VALUES(3,30); 
COMMIT; 
 
ALTER TABLE TAB1 ADD (COL3 NUMBER); 
 
INSERT INTO TAB1 VALUES(4,40,100); 
UPDATE TAB1 SET COL2 = 50 WHERE COL1 = 1; 
DELETE TAB1 WHERE COL1 = 3; 
 
ALTER TABLE TAB1 DROP COLUMN COL1; 
 
ROLLBACK; 
 
SELECT SUM(COL2 + COL3) FROM TAB1; ","1","1","140"
"666","아래 SQL 실행 결과로 가장 적절한 것은? ","CREATE TABLE TAB1(COL1 NUMBER, COL2 NUMBER); 
 
INSERT INTO TAB1 VALUES(1,10); 
INSERT INTO TAB1 VALUES(2,20); 
INSERT INTO TAB1 VALUES(3,30); 
COMMIT; 
 
ALTER TABLE TAB1 ADD (COL3 NUMBER); 
 
INSERT INTO TAB1 VALUES(4,40,100); 
UPDATE TAB1 SET COL2 = 50 WHERE COL1 = 1; 
DELETE TAB1 WHERE COL1 = 3; 
 
ALTER TABLE TAB1 DROP COLUMN COL1; 
 
ROLLBACK; 
 
SELECT SUM(COL2 + COL3) FROM TAB1; ","1","2","130"
"666","아래 SQL 실행 결과로 가장 적절한 것은? ","CREATE TABLE TAB1(COL1 NUMBER, COL2 NUMBER); 
 
INSERT INTO TAB1 VALUES(1,10); 
INSERT INTO TAB1 VALUES(2,20); 
INSERT INTO TAB1 VALUES(3,30); 
COMMIT; 
 
ALTER TABLE TAB1 ADD (COL3 NUMBER); 
 
INSERT INTO TAB1 VALUES(4,40,100); 
UPDATE TAB1 SET COL2 = 50 WHERE COL1 = 1; 
DELETE TAB1 WHERE COL1 = 3; 
 
ALTER TABLE TAB1 DROP COLUMN COL1; 
 
ROLLBACK; 
 
SELECT SUM(COL2 + COL3) FROM TAB1; ","1","3","120"
"666","아래 SQL 실행 결과로 가장 적절한 것은? ","CREATE TABLE TAB1(COL1 NUMBER, COL2 NUMBER); 
 
INSERT INTO TAB1 VALUES(1,10); 
INSERT INTO TAB1 VALUES(2,20); 
INSERT INTO TAB1 VALUES(3,30); 
COMMIT; 
 
ALTER TABLE TAB1 ADD (COL3 NUMBER); 
 
INSERT INTO TAB1 VALUES(4,40,100); 
UPDATE TAB1 SET COL2 = 50 WHERE COL1 = 1; 
DELETE TAB1 WHERE COL1 = 3; 
 
ALTER TABLE TAB1 DROP COLUMN COL1; 
 
ROLLBACK; 
 
SELECT SUM(COL2 + COL3) FROM TAB1; ","1","4","110"
"668","다음 설명 중 가장 적절하지 않은 것은? (단, DBMS는 오라클) ","","4","1","컬럼은 동시에 여러 개를 삭제할 수 없다."
"668","다음 설명 중 가장 적절하지 않은 것은? (단, DBMS는 오라클) ","","4","2","컬럼 추가 시 DEFAULT값을 선언하면 기존 데이터의 새로운 컬럼 값은 DEFAULT값이 된다."
"668","다음 설명 중 가장 적절하지 않은 것은? (단, DBMS는 오라클) ","","4","3","컬럼 사이즈는 언제든지 늘릴 수 있다."
"668","다음 설명 중 가장 적절하지 않은 것은? (단, DBMS는 오라클) ","","4","4","데이터 타입을 변경할 경우에는 반드시 빈 컬럼이어야 한다."
"670","다음 중 유저가 갖는 권한에 대한 설명으로 가장 적절한 것은?","SYSTEM) GRANT SELECT, INSERT ON SCOTT.EMP TO HR WITH GRANT OPTION; 
SYSTEM) GRANT CREATE VIEW TO HR WITH ADMIN OPTION; 
HR) GRANT SELECT, INSERT ON SCOTT.EMP TO HONG; 
HR) GRANT CREATE VIEW TO HONG; 
SYSTEM) REVOKE INSERT ON SCOTT.EMP FROM HR; 
SYSTEM) REVOKE CREATE VIEW FROM HR;","1","1","HR 유저에게 부여된 EMP 테이블 입력 권한 회수 시 HONG에게 부여된 권한도 함께 회수되었다."
"670","다음 중 유저가 갖는 권한에 대한 설명으로 가장 적절한 것은?","SYSTEM) GRANT SELECT, INSERT ON SCOTT.EMP TO HR WITH GRANT OPTION; 
SYSTEM) GRANT CREATE VIEW TO HR WITH ADMIN OPTION; 
HR) GRANT SELECT, INSERT ON SCOTT.EMP TO HONG; 
HR) GRANT CREATE VIEW TO HONG; 
SYSTEM) REVOKE INSERT ON SCOTT.EMP FROM HR; 
SYSTEM) REVOKE CREATE VIEW FROM HR;","1","2","HR이 HONG에게 부여한 EMP 테이블의 조회 권한은 SYSTEM 계정에서 직접 회수가 가능하다."
"670","다음 중 유저가 갖는 권한에 대한 설명으로 가장 적절한 것은?","SYSTEM) GRANT SELECT, INSERT ON SCOTT.EMP TO HR WITH GRANT OPTION; 
SYSTEM) GRANT CREATE VIEW TO HR WITH ADMIN OPTION; 
HR) GRANT SELECT, INSERT ON SCOTT.EMP TO HONG; 
HR) GRANT CREATE VIEW TO HONG; 
SYSTEM) REVOKE INSERT ON SCOTT.EMP FROM HR; 
SYSTEM) REVOKE CREATE VIEW FROM HR;","1","3","HR 유저에게 부여된 CREATE TABLE 권한 회수 시 HONG에게 부여된 CREATE TABLE 권한도 함께 회수되었다."
"670","다음 중 유저가 갖는 권한에 대한 설명으로 가장 적절한 것은?","SYSTEM) GRANT SELECT, INSERT ON SCOTT.EMP TO HR WITH GRANT OPTION; 
SYSTEM) GRANT CREATE VIEW TO HR WITH ADMIN OPTION; 
HR) GRANT SELECT, INSERT ON SCOTT.EMP TO HONG; 
HR) GRANT CREATE VIEW TO HONG; 
SYSTEM) REVOKE INSERT ON SCOTT.EMP FROM HR; 
SYSTEM) REVOKE CREATE VIEW FROM HR;","1","4","HR 계정에게 부여된 SCOTT.EMP에 대한 SELECT 권한도 함께 회수된다."
"679","NULL에 대한 설명으로 틀린 것은? ","","1","1","공백과 같은 ASCII 값을 가진다."
"679","NULL에 대한 설명으로 틀린 것은? ","","1","2","NULL과의 수치연산은 NULL 값을 리턴한다."
